Table_Number,Year,Measure,Age,Sex,Indigenous_Status,CS_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
8A.17,2019-20,Deaths from apparent unnatural causes,Adults,All people,Aboriginal and Torres Strait Islander people,Prison,,Deaths from apparent unnatural causes,Rate per 100 prisoners,Aboriginal and Torres Strait Islander prisoners,,,Derived from State and territory governments (unpublished),rate,0.03,0,0,0,0,0,0,0,0.01
8A.17,2018-19,Deaths from apparent unnatural causes,Adults,All people,Aboriginal and Torres Strait Islander people,Prison,,Deaths from apparent unnatural causes,Number,Aboriginal and Torres Strait Islander prisoners,,,State and territory governments (unpublished),no.,2,0,0,1,0,0,0,0,3
8A.17,2018-19,Deaths from apparent unnatural causes,Adults,All people,Aboriginal and Torres Strait Islander people,Prison,,Deaths from apparent unnatural causes,Rate per 100 prisoners,Aboriginal and Torres Strait Islander prisoners,,,Derived from State and territory governments (unpublished),rate,0.06,0,0,0.04,0,0,0,0,0.03
8A.17,2017-18,Deaths from apparent unnatural causes,Adults,All people,Aboriginal and Torres Strait Islander people,Prison,,Deaths from apparent unnatural causes,Number,Aboriginal and Torres Strait Islander prisoners,,,State and territory governments (unpublished),no.,2,1,0,0,0,0,0,0,3
8A.17,2017-18,Deaths from apparent unnatural causes,Adults,All people,Aboriginal and Torres Strait Islander people,Prison,,Deaths from apparent unnatural causes,Rate per 100 prisoners,Aboriginal and Torres Strait Islander prisoners,,,Derived from State and territory governments (unpublished),rate,0.06,0.16,0,0,0,0,0,0,0.03
8A.17,2016-17,Deaths from apparent unnatural causes,Adults,All people,Aboriginal and Torres Strait Islander people,Prison,,Deaths from apparent unnatural causes,Number,Aboriginal and Torres Strait Islander prisoners,,,State and territory governments (unpublished),no.,0,0,1,2,0,0,0,1,4
8A.17,2016-17,Deaths from apparent unnatural causes,Adults,All people,Aboriginal and Torres Strait Islander people,Prison,,Deaths from apparent unnatural causes,Rate per 100 prisoners,Aboriginal and Torres Strait Islander prisoners,,,Derived from State and territory governments (unpublished),rate,0,0,0.04,0.08,0,0,0,0.07,0.04
8A.17,2015-16,Deaths from apparent unnatural causes,Adults,All people,Aboriginal and Torres Strait Islander people,Prison,,Deaths from apparent unnatural causes,Number,Aboriginal and Torres Strait Islander prisoners,,,State and territory governments (unpublished),no.,1,0,1,3,0,0,1,0,6
8A.17,2015-16,Deaths from apparent unnatural causes,Adults,All people,Aboriginal and Torres Strait Islander people,Prison,,Deaths from apparent unnatural causes,Rate per 100 prisoners,Aboriginal and Torres Strait Islander prisoners,,,Derived from State and territory governments (unpublished),rate,0.03,0,0.04,0.14,0,0,1.09,0,0.06
8A.17,2014-15,Deaths from apparent unnatural causes,Adults,All people,Aboriginal and Torres Strait Islander people,Prison,,Deaths from apparent unnatural causes,Number,Aboriginal and Torres Strait Islander prisoners,,,State and territory governments (unpublished),no.,0,0,2,1,1,0,0,0,4
8A.17,2014-15,Deaths from apparent unnatural causes,Adults,All people,Aboriginal and Torres Strait Islander people,Prison,,Deaths from apparent unnatural causes,Rate per 100 prisoners,Aboriginal and Torres Strait Islander prisoners,,,Derived from State and territory governments (unpublished),rate,0,0,0.09,0.05,0.17,0,0,0,0.04
8A.17,2013-14,Deaths from apparent unnatural causes,Adults,All people,Aboriginal and Torres Strait Islander people,Prison,,Deaths from apparent unnatural causes,Number,Aboriginal and Torres Strait Islander prisoners,,,State and territory governments (unpublished),no.,0,0,1,0,0,0,0,0,1
8A.17,2013-14,Deaths from apparent unnatural causes,Adults,All people,Aboriginal and Torres Strait Islander people,Prison,,Deaths from apparent unnatural causes,Rate per 100 prisoners,Aboriginal and Torres Strait Islander prisoners,,,Derived from State and territory governments (unpublished),rate,0,0,0.05,0,0,0,0,0,0.01
8A.21,2022-23,Completion of community corrections orders,Adults,All people,Aboriginal and Torres Strait Islander people,Community correction,,Completion of community corrections orders,Aboriginal and Torres Strait Islander,,,,Derived from State and territory governments (unpublished),%,71.4,39.5,73.3,56.6,67.6,78,82.5,71.8,70
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real recurrent expenditure,Prisons,Total operating expenditure,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,1497304,1003585,923145,781336,281001,122998,77131,188850,4875349
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real recurrent expenditure,Prisons,Operating revenues,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,132941,35491,18404,26889,11771,3568,0,16403,245468
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real recurrent expenditure,Prisons,Net operating expenditure,Open plus periodic detention,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,306009,92445,48668,138657,18983,2530,592,na,607883
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real recurrent expenditure,Prisons,Net operating expenditure,Secure,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,1058354,875649,856072,615790,250247,116900,76540,na,3849552
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real recurrent expenditure,Prisons,Net operating expenditure,Total,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,1364363,968094,904740,754447,269230,119430,77131,172447,4629881
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real recurrent expenditure,Prisons,Capital costs; all prisons,User cost of capital,Land,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,22047,16708,15955,7179,15807,354,535,216,78800
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real recurrent expenditure,Prisons,Capital costs; all prisons,User cost of capital,Other assets,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,393594,141694,204364,131610,64748,24222,14006,7321,981559
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real recurrent expenditure,Prisons,Capital costs; all prisons,Debt servicing fees,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,26011,59903,0,19290,..,..,0,47927,153131
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real recurrent expenditure,Prisons,Capital costs; all prisons,Depreciation,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,196320,108482,145391,41691,21090,9114,10535,13744,546368
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real recurrent expenditure,Prisons,Capital costs; all prisons,Total capital costs,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,637972,326786,365710,199772,101645,33690,25075,69208,1759859
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real recurrent expenditure,Prisons,Total net operating expenditure and capital costs,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,2002334,1294880,1270450,954219,370875,153120,102207,241655,6389740
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real recurrent expenditure,Prisons,Other operating expenditure,Transport and escort services,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,40590,27466,51551,28349,7219,na,2929,1300,159405
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real recurrent expenditure,Prisons,Other operating expenditure,Health expenditure,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,195053,157808,21606,61553,25092,14813,0,420,476345
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real recurrent expenditure,Prisons,Other operating expenditure,Payroll tax,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,49721,26354,..,..,7418,..,..,5175,88668
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Real recurrent expenditure,Community corrections,Total operating expenditure,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,255857,195720,155204,81364,61617,19930,23766,31225,824682
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Real recurrent expenditure,Community corrections,Operating revenues,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,0,0,24,191,2435,0,0,105,2754
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Real recurrent expenditure,Community corrections,Net operating expenditure,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,255857,195720,155180,81173,59182,19930,23766,31120,821927
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Real recurrent expenditure,Community corrections,Capital costs,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,8179,14893,3556,1894,2675,334,0,223,31754
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Real recurrent expenditure,Community corrections,Total net operating expenditure and capital costs,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,264036,210614,158736,83067,61857,20264,23766,31342,853682
8A.1,2022-23,Real recurrent expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Real recurrent expenditure,Community corrections,Payroll tax,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,11751,7792,..,..,2209,..,..,854,22607
8A.1,2021-22,Real recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real recurrent expenditure,Prisons,Total operating expenditure,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,1474345,1088397,892564,745435,273188,108525,77128,168506,4828089
8A.1,2021-22,Real recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real recurrent expenditure,Prisons,Operating revenues,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,115151,40187,16785,25398,12551,3283,0,9295,222649
8A.1,2021-22,Real recurrent expenditure,Adults,All people,All people,Prison,2022-23 dollars,Real recurrent expenditure,Prisons,Net operating expenditure,Open plus periodic detention,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$'000,309684,94536,46456,132981,17436,2896,412,na,604402
