Table_Number,Year,Measure,Age,Sex,Indigenous_Status,Service_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Description7,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
17A.12,2018-19,Group conferencing agreements,Young people,All people,Aboriginal and Torres Strait Islander people,Group conferencing,,,Proportion of group conferences,group conferences,Resulting in an agreement,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),%,99.3,100,96.6,87.1,87.4,86.4,100,100,92.9
17A.12,2017-18,Group conferencing agreements,Young people,All people,Aboriginal and Torres Strait Islander people,Group conferencing,,,Number of group conferences,group conferences,Resulting in an agreement,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,389,25,568,1053,281,24,4,474,2818
17A.12,2017-18,Group conferencing agreements,Young people,All people,Aboriginal and Torres Strait Islander people,Group conferencing,,,Number of group conferences,group conferences,Concluded,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,391,25,582,1229,315,27,4,474,3047
17A.12,2017-18,Group conferencing agreements,Young people,All people,Aboriginal and Torres Strait Islander people,Group conferencing,,,Proportion of group conferences,group conferences,Resulting in an agreement,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),%,99.5,100,97.6,85.7,89.2,88.9,100,100,92.5
17A.12,2016-17,Group conferencing agreements,Young people,All people,Aboriginal and Torres Strait Islander people,Group conferencing,,,Number of group conferences,group conferences,Resulting in an agreement,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,315,28,516,920,345,19,7,349,2499
17A.12,2016-17,Group conferencing agreements,Young people,All people,Aboriginal and Torres Strait Islander people,Group conferencing,,,Number of group conferences,group conferences,Concluded,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,320,28,539,1085,428,22,7,349,2778
17A.12,2016-17,Group conferencing agreements,Young people,All people,Aboriginal and Torres Strait Islander people,Group conferencing,,,Proportion of group conferences,group conferences,Resulting in an agreement,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),%,98.4,100,95.7,84.8,80.6,86.4,100,100,90
17A.12,2015-16,Group conferencing agreements,Young people,All people,Aboriginal and Torres Strait Islander people,Group conferencing,,,Number of group conferences,group conferences,Resulting in an agreement,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,345,38,221,920,272,17,14,382,2209
17A.12,2015-16,Group conferencing agreements,Young people,All people,Aboriginal and Torres Strait Islander people,Group conferencing,,,Number of group conferences,group conferences,Concluded,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,349,38,228,1132,353,22,14,382,2518
17A.12,2015-16,Group conferencing agreements,Young people,All people,Aboriginal and Torres Strait Islander people,Group conferencing,,,Proportion of group conferences,group conferences,Resulting in an agreement,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),%,98.9,100,96.9,81.3,77.1,77.3,100,100,87.7
17A.12,2014-15,Group conferencing agreements,Young people,All people,Aboriginal and Torres Strait Islander people,Group conferencing,,,Number of group conferences,group conferences,Resulting in an agreement,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,353,45,189,966,276,17,30,254,2130
17A.12,2014-15,Group conferencing agreements,Young people,All people,Aboriginal and Torres Strait Islander people,Group conferencing,,,Number of group conferences,group conferences,Concluded,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,358,45,195,1104,330,22,30,254,2338
17A.12,2014-15,Group conferencing agreements,Young people,All people,Aboriginal and Torres Strait Islander people,Group conferencing,,,Proportion of group conferences,group conferences,Resulting in an agreement,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),%,98.6,100,96.9,87.5,83.6,77.3,100,100,91.1
17A.13,2022-23,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Community-based supervision,,,Number of,Sentenced community-based orders,With case plans prepared/reviewed within six weeks of commencing,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,449,76,535,na,47,19,23,na,1149
17A.13,2022-23,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Community-based supervision,,,Number of,Sentenced community-based orders,Commenced,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,478,77,640,660,59,25,27,na,1966
17A.13,2022-23,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Community-based supervision,,,Proportion of,Sentenced community-based orders,With case plans prepared/reviewed within six weeks of commencing,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),%,93.9,98.7,83.6,na,79.7,76,85.2,na,88
17A.13,2022-23,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Sentenced detention orders,With case plans prepared/reviewed within six weeks of commencing,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,60,19,13,37,1,np,13,na,143
17A.13,2022-23,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Sentenced detention orders,Commenced,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,60,20,14,37,1,5,16,na,153
17A.13,2022-23,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Proportion of,Sentenced detention orders,With case plans prepared/reviewed within six weeks of commencing,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),%,100,95,92.9,100,100,np,81.3,na,93.5
17A.13,2021-22,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Community-based supervision,,,Number of,Sentenced community-based orders,With case plans prepared/reviewed within six weeks of commencing,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,427,87,407,na,21,12,4,na,958
17A.13,2021-22,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Community-based supervision,,,Number of,Sentenced community-based orders,Commenced,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,447,89,526,577,30,22,4,na,1695
17A.13,2021-22,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Community-based supervision,,,Proportion of,Sentenced community-based orders,With case plans prepared/reviewed within six weeks of commencing,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),%,95.5,97.8,77.4,na,70,54.5,100,na,85.7
17A.13,2021-22,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Sentenced detention orders,With case plans prepared/reviewed within six weeks of commencing,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,58,18,12,73,1,np,2,na,164
17A.13,2021-22,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Sentenced detention orders,Commenced,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,58,20,14,73,1,8,2,na,176
17A.13,2021-22,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Proportion of,Sentenced detention orders,With case plans prepared/reviewed within six weeks of commencing,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),%,100,90,85.7,100,100,np,100,na,93.2
17A.13,2020-21,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Community-based supervision,,,Number of,Sentenced community-based orders,With case plans prepared/reviewed within six weeks of commencing,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,425,98,558,na,41,16,4,na,1142
17A.13,2020-21,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Community-based supervision,,,Number of,Sentenced community-based orders,Commenced,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,447,99,691,452,43,26,5,na,1763
17A.13,2020-21,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Community-based supervision,,,Proportion of,Sentenced community-based orders,With case plans prepared/reviewed within six weeks of commencing,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),%,95.1,99,80.8,na,95.3,61.5,80,na,87.1
17A.13,2020-21,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Sentenced detention orders,With case plans prepared/reviewed within six weeks of commencing,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,72,41,16,64,0,3,2,na,198
17A.13,2020-21,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Sentenced detention orders,Commenced,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,72,42,18,64,0,3,2,na,201
17A.13,2020-21,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Proportion of,Sentenced detention orders,With case plans prepared/reviewed within six weeks of commencing,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),%,100,97.6,88.9,100,..,100,100,na,98.5
17A.13,2019-20,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Community-based supervision,,,Number of,Sentenced community-based orders,With case plans prepared/reviewed within six weeks of commencing,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,471,37,403,na,33,14,10,na,968
17A.13,2019-20,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Community-based supervision,,,Number of,Sentenced community-based orders,Commenced,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,486,61,492,552,40,25,14,na,1670
17A.13,2019-20,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Community-based supervision,,,Proportion of,Sentenced community-based orders,With case plans prepared/reviewed within six weeks of commencing,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),%,96.9,60.7,81.9,na,82.5,56,71.4,na,86.6
17A.13,2019-20,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Sentenced detention orders,With case plans prepared/reviewed within six weeks of commencing,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,104,7,30,65,1,5,5,na,217
17A.13,2019-20,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Sentenced detention orders,Commenced,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,105,11,34,65,1,5,5,na,226
17A.13,2019-20,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Proportion of,Sentenced detention orders,With case plans prepared/reviewed within six weeks of commencing,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),%,99,63.6,88.2,100,100,100,100,na,96
17A.13,2018-19,Case plans prepared,Young people,All people,Aboriginal and Torres Strait Islander people,Community-based supervision,,,Number of,Sentenced community-based orders,With case plans prepared/reviewed within six weeks of commencing,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,495,45,640,na,43,11,10,na,1244
